training_results_unparsed
"ChatCompletionOutputMessage(role='assistant', content='Guess: Surgery Probability: 0.78', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Cardiovascular / Pulmonary Probability: 0.92')"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Ophthalmology Probability: 0.95')"
"ChatCompletionOutputMessage(role='assistant', content='<think>\n Guess: Cardiovascular / Pulmonary Probability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Cardiovascular / Pulmonary Probability: 0.75', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Radiology Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Urology Probability: 0.86', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Neurosurgery Probability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: General Medicine\nProbability: 0.95')"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Consult - History and Phy.\nProbability: 0.76')"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Neurology Probability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Cardiovascular / Pulmonary Probability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Obstetrics / Gynecology Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Neurology Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='<think>\nGuess: Surgery\nProbability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Neurology Probability: 0.76', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Nephrology Probability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='<think>\nGuess: Cardiovascular / Pulmonary Probability: 0.92', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Cardiovascular / Pulmonary Probability: 0.65', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='<think>\nOphthalmology Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Cardiovascular / Pulmonary Probability: 0.85')"
"ChatCompletionOutputMessage(role='assistant', content='</think>Guess: Obstetrics / Gynecology Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Surgery Probability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='</think>Guess: Orthopedic Probability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Office Notes Probability: 0.70')"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Obstetrics / Gynecology Probability: 0.85')"
"ChatCompletionOutputMessage(role='assistant', content='<think>\nGuess: General Medicine\nProbability: 0.76', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Urology Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Radiology Probability: 0.65', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Obstetrics / Gynecology Probability: 0.92', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: ENT - Otolaryngology Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='</think>\n\nGuess: Urology Probability: 0.75', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Ophthalmology Probability: 0.95')"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Radiology\nProbability: 0.95')"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Surgery Probability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Consult - History and Phy.\nProbability: 0.71')"
"ChatCompletionOutputMessage(role='assistant', content='Guess: General Medicine Probability: 0.67', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='General Medicine Probability: 0.88')"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Neurology\nProbability: 0.78')"
"ChatCompletionOutputMessage(role='assistant', content='<think>\nGuess: Radiology Probability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='<think>\nGuess: Cardiovascular / Pulmonary Probability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Orthopedic Probability: 0.88', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Obstetrics / Gynecology Probability: 0.65', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Obstetrics / Gynecology Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Obstetrics / Gynecology Probability: 0.95')"
"ChatCompletionOutputMessage(role='assistant', content='Guess: ENT - Otolaryngology Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Surgery Probability: 0.75')"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Surgery Probability: 0.65', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='<think>\nGuess: Office Notes Probability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Neurology Probability: 0.75', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Obstetrics / Gynecology Probability: 0.90', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Radiology Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Ophthalmology Probability: 0.95')"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Cardiovascular / Pulmonary Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Radiology Probability: 0.65', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: General Medicine Probability: 0.78', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Consult - History and Phy. Probability: 0.65', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Orthopedic Probability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Obstetrics / Gynecology Probability: 0.70')"
"ChatCompletionOutputMessage(role='assistant', content='<think>\n ENT - Otolaryngology Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Orthopedic Probability: 0.65')"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Neurosurgery Probability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Ophthalmology Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Orthopedic\nProbability: 0.95')"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Obstetrics / Gynecology Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='</think>\nGuess: Surgery Probability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Cardiovascular / Pulmonary Probability: 0.82', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Neurosurgery\nProbability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Neurology Probability: 0.90', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Urology Probability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Surgery Probability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Neurosurgery Probability: 0.90', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Urology Probability: 0.95')"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Orthopedic Probability: 0.92', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Orthopedic Probability: 0.95')"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Radiology Probability: 0.90')"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Obstetrics / Gynecology Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Orthopedic Probability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Cardiovascular / Pulmonary Probability: 0.93', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Neurology Probability: 0.76', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Gastroenterology Probability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Surgery\nProbability: 0.75')"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Radiology\nProbability: 0.90')"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Surgery Probability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Neurosurgery Probability: 0.95')"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Cardiovascular / Pulmonary\nProbability: 0.75')"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Orthopedic\nProbability: 0.86')"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: General Medicine\nProbability: 0.75')"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Obstetrics / Gynecology Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Orthopedic Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: ENT - Otolaryngology Probability: 0.78', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Urology Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Neurosurgery Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Orthopedic Probability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Neurology\nProbability: 0.75')"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Neurosurgery Probability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Cardiovascular / Pulmonary Probability: 0.92', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Surgery\nProbability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Orthopedic Probability: 0.72', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='<think>\nGuess: Orthopedic Probability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Surgery Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Surgery Probability: 0.75', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='<think>\nGuess: Surgery Probability: 0.92', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='<think>\nGuess: Orthopedic Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Surgery Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Gastroenterology Probability: 0.93', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Cardiovascular / Pulmonary Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Surgery\nProbability: 0.95')"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Urology Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Ophthalmology Probability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: General Medicine\nProbability: 0.70')"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Orthopedic Probability: 0.87', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Gastroenterology Probability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Gastroenterology Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Orthopedic\nProbability: 0.95')"
"ChatCompletionOutputMessage(role='assistant', content='<｜begin▁of▁sentence▁holder▁no▁797｜> Urology Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='<think>\nGuess: Surgery Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Radiology Probability: 0.85')"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Neurology Probability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Neurosurgery Probability: 0.85', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='', reasoning=None, tool_call_id=None, tool_calls=None, reasoning_content='Guess: Surgery\nProbability: 0.75')"
"ChatCompletionOutputMessage(role='assistant', content='Guess: Gastroenterology Probability: 0.90', reasoning=None, tool_call_id=None, tool_calls=None)"
"ChatCompletionOutputMessage(role='assistant', content='</think>\nGuess: Obstetrics / Gynecology Probability: 0.95', reasoning=None, tool_call_id=None, tool_calls=None)"
